王小叶儿,,对男主被当成演员一样四处表演的情节很有感触，和历史似曾相识，被愚弄，无奈，被群众沦为笑柄却被上层用来歌颂标榜，每个国家都有每个国家的美国队长吧。,2.0,2014-03-14 17:41:00
桑卡卡夫,,超级英雄题材里难得的主旋律和正能量。作为一部大制作，美国队长无论在情节上还是在高潮场面的刻画上，都只能算平平，但作为复联的一个大彩蛋，还是很好的完成了任务。今年续集即将上映，从预告片来看，比前作高大上了不止一个档次，看来复联的各位成员，也都享受到了“跟着我有肉吃”的待遇啊。,3.0,2014-02-19 13:48:00
楚沐风,,美式主旋律大片，伟光正美国队长。影响二战后几代美国人的超级英雄，神盾局众多特工的偶像，钢铁侠他爹的情敌。身上普通人的特质（也有可能是酥胸翘臀）吸引万千美粉。啥时大陆也拍个城管队长？,3.0,2013-11-16 02:32:00
lep9657,,剧情幼稚 很多漏洞  不知道是不是动漫剧情就是这  看完复仇者联盟才想看这个人物的,3.0,2013-07-28 20:48:45
司馬追燕,,复仇者联盟的前奏之一,3.0,2013-05-20 14:16:00
eHV15617972866,,结尾很催泪。,4.0,2013-02-05 15:24:47
magic,,应该在复仇者联盟前看的，原来你们这是在演连续剧呢,3.0,2012-10-11 19:50:00
战台烽,,20111024，算是神奇中力量最弱的英雄了吧，刚看完《绿灯侠》全片皆绿，又看了这个处处蓝光，华丽丽啊呵呵，比绿光强一些吧，剧情上,3.0,2011-10-24 19:46:00
梦见乌鸦001,,不好，也不差，场面效果也是一般，很平庸，中规中矩，斯塔克是亮点,3.0,2011-10-23 17:26:00
secondZhang,,熟面孔真不少，雨果维文戴面具上瘾是吧,3.0,2011-10-21 20:28:00
小海,,雨果·维文你晚节不保啊，怎么接了这么烂的片？估计你自己都不好意思所以弄了个奇丑无比的面罩遮着。,1.0,2011-09-22 05:08:00
方聿南,,三星半，动作处处达标，队长初出茅庐一场追逐颇有惊艳，反倒是片末飞机对决差了口气，剧本比较敷衍，文戏和武戏分的太清，导致有瞌睡点，一些过渡也不自然，像是拿MV拼凑的,3.0,2011-09-14 23:36:00
燕山刀客,,美国就需要这样的队长。,5.0,2011-09-11 05:27:00
